# name	objID	ra	dec	type	cModelMag_u	cModelMag_g	cModelMag_r	cModelMag_i	cModelMag_z	fracDeV_u	fracDeV_g	fracDeV_r	fracDeV_i	fracDeV_z	extinction_u	extinction_g	extinction_r	extinction_i	extinction_z
8588-1901	1.23765547396858E+018	249.71702989	40.19932321	GALAXY	19.224932	17.779642	16.988691	16.59478	16.224686	0	0.26795	0.410483	0.384827	0.601783	0.046681	0.034348	0.024912	0.01889	0.013393
8615-1901	1.23767861793764E+018	321.07217249	1.02836773	GALAXY	16.458275	15.553501	15.355644	15.242261	15.035795	0.060131	0.210368	0.167556	0.164764	0.215269	0.266122	0.19581	0.142018	0.107688	0.076352
7991-1901	1.23765121228748E+018	258.54834286	57.97619086	GALAXY	17.084307	16.27939	15.831865	15.495048	15.40732	0.637913	0.988029	1	1	1	0.226114	0.166373	0.120667	0.091498	0.064873
7977-1901	1.23765624223341E+018	330.85536786	12.67588859	GALAXY	18.626751	16.877611	16.014507	15.594185	15.279325	0.953161	0.973527	1	1	1	0.288031	0.211931	0.15371	0.116554	0.082638
7975-1901	1.23765649563497E+018	323.65751892	11.42020332	GALAXY	16.649206	15.944118	15.737242	15.58263	15.508782	0.464593	0.210559	0.092149	0	0	0.406711	0.299254	0.217044	0.164578	0.116688
7990-1901	1.23765989778463E+018	264.45563954	57.11077952	GALAXY	16.520414	14.618168	13.913851	13.336005	13.17984	0.670357	1	1	1	1	0.236281	0.173853	0.126093	0.095612	0.06779
8267-1901	1.23764870458665E+018	205.22713669	0.18668154	STAR	17.320894	16.441738	16.127716	16.004662	15.964906	0	1	1	1	1	0.155595	0.114485	0.083034	0.062962	0.044641
8459-1901	1.23765787486867E+018	147.80175903	44.00931568	GALAXY	17.881578	16.548815	15.80878	15.422277	15.011161	0.377487	0.322156	0.398341	0.459329	0.579182	0.071844	0.052862	0.03834	0.029072	0.020612
8044-1901	1.23767370664044E+018	84.7607708	31.4137218	STAR	19.710461	17.837599	16.907627	16.484209	16.217878	1	1	1	1	0	6.788326	4.994786	3.622635	2.746934	1.947611
8483-1901	1.23765495320216E+018	246.31102719	48.72138384	GALAXY	18.714487	17.633841	16.974693	16.66123	16.461912	1	1	1	1	1	0.071046	0.052275	0.037914	0.028749	0.020383
8618-1901	1.23765649670688E+018	319.19409503	11.5400319	GALAXY	18.144266	17.017281	16.461405	16.184753	15.931593	0	0	0.023056	0	0	0.385831	0.283891	0.205901	0.156129	0.110697
8051-1901	1.23767114148171E+018	176.79963145	1.51357555	STAR	17.711075	16.653601	16.327951	16.217903	16.20019	0	1	0	0	0	0.113719	0.083673	0.060687	0.046017	0.032627
8317-1901	1.23766196743268E+018	192.83128165	42.43492285	GALAXY	17.291656	16.933306	16.287762	15.714707	15.821063	1	1	1	1	1	0.07752	0.057038	0.041369	0.031369	0.022241
8261-1901	1.23766185039502E+018	182.85734493	44.43604014	GALAXY	17.950045	16.703484	16.13917	15.84625	15.550787	0.520762	0.508873	0.463414	0.423392	0.430057	0.069888	0.051423	0.037296	0.028281	0.020051
8480-1901	1.23766744458573E+018	195.45984578	28.34681884	GALAXY	25.573475	22.088972	20.713942	20.122057	19.871197	0	1	0.771687	0	0	0.049226	0.03622	0.02627	0.01992	0.014123
8479-1901	1.23766744458573E+018	195.45984578	28.34681884	GALAXY	25.573475	22.088972	20.713942	20.122057	19.871197	0	1	0.771687	0	0	0.049226	0.03622	0.02627	0.01992	0.014123
8451-1901	1.23766187186035E+018	165.1737435	42.52181954	GALAXY	19.147995	17.545954	16.809031	16.502949	16.220942	1	0.950508	0.933432	0.963055	1	0.042041	0.030934	0.022436	0.017012	0.012062
8482-1901	1.2376686111975E+018	244.3481745	50.63603198	GALAXY	17.282061	15.089724	14.188535	13.669058	13.44128	1	1	1	1	1	0.122354	0.090027	0.065295	0.049511	0.035104
8082-1901	1.23766630055471E+018	48.31318426	-0.09391832	GALAXY	18.254644	16.544853	15.731755	15.386821	15.140751	1	1	1	1	1	0.404563	0.297673	0.215897	0.163709	0.116071
8114-1901	1.23767307420893E+018	13.75157694	40.21514786	STAR	18.485083	17.352671	17.227894	17.217817	17.218718	1	1	1	0.978764	0	0.276251	0.203263	0.147423	0.111787	0.079258
8121-1901	1.23765649617086E+018	321.32168659	11.51934914	STAR	17.919115	16.651266	16.094435	15.827434	15.694647	0	0	0	1	1	0.386694	0.284526	0.206362	0.156478	0.110945
8042-1901	1.23766105957827E+018	59.27572617	36.16731271	STAR	18.005985	16.528147	15.852589	15.589562	15.422153	0	0	1	1	1	1.811031	1.332539	0.966469	0.732844	0.519595
8143-1901	1.23767331096704E+018	118.66022966	42.54411141	GALAXY	17.925484	16.361582	15.673246	15.327366	15.049892	0.921655	0.774572	0.791147	0.826676	0.843834	0.262379	0.193056	0.14002	0.106173	0.075278
8256-1901	1.23766196742344E+018	164.62720359	40.87550877	GALAXY	19.34277	17.56768	16.799757	16.488344	16.135881	0	0.444088	0.444642	0.433588	0.510835	0.067931	0.049983	0.036252	0.027489	0.01949
8052-1901	1.23767114148171E+018	176.79963145	1.51357555	STAR	17.711075	16.653601	16.327951	16.217903	16.20019	0	1	0	0	0	0.113719	0.083673	0.060687	0.046017	0.032627
8249-1901	1.23765760642954E+018	137.21931493	44.93226267	GALAXY	17.869778	16.523655	15.822697	15.434513	15.082425	0.342116	0.540113	0.69343	0.70837	0.755398	0.092653	0.068173	0.049445	0.037492	0.026583
8274-1901	1.23766196742344E+018	164.62720359	40.87550877	GALAXY	19.34277	17.56768	16.799757	16.488344	16.135881	0	0.444088	0.444642	0.433588	0.510835	0.067931	0.049983	0.036252	0.027489	0.01949
8258-1901	1.23766135592813E+018	166.6208061	44.85092133	GALAXY	17.486025	16.340279	15.79857	15.551612	15.286703	0.14303	0.084572	0.066863	0.001228324	0	0.051462	0.037865	0.027463	0.020824	0.014765
8252-1901	1.23765724350933E+018	145.77391651	48.41982565	GALAXY	18.290949	16.417429	15.667399	15.306489	15.103115	0.925235	0.82825	0.866959	1	1	0.064432	0.047409	0.034385	0.026073	0.018486
8259-1901	1.2376621961349E+018	177.97196361	43.3480498	GALAXY	19.350246	17.722473	16.943529	16.581884	16.286036	1	0.81907	0.768211	0.81419	0.868085	0.117384	0.08637	0.062643	0.0475	0.033678
8244-1901	1.23765125041239E+018	132.54471681	51.77546864	GALAXY	18.128809	16.138988	15.159657	14.706218	14.425924	0.776666	0.945476	0.97349	1	1	0.153367	0.112846	0.081846	0.062061	0.044002
8257-1901	1.23766135753841E+018	165.08183505	45.8900203	GALAXY	18.706457	17.279165	16.611551	16.271446	16.038248	0.960736	0.897346	0.925751	0.898131	0.926182	0.049015	0.036065	0.026157	0.019834	0.014063
8265-1901	1.23767114040823E+018	177.88417511	1.55984815	STAR	18.225058	16.386639	15.661492	15.414594	15.278741	0	0	1	1	1	0.103726	0.07632	0.055354	0.041973	0.029759
8268-1901	1.23766194864659E+018	191.07161527	11.55043293	STAR	16.879816	15.784087	15.421336	15.277991	15.23362	0	1	1	1	0	0.157656	0.116002	0.084134	0.063796	0.045232
8440-1901	1.23765777608049E+018	136.11412559	41.48620038	GALAXY	18.096058	16.860224	16.399443	16.079918	15.947302	0.800745	0.459114	0.425797	0.451426	0.363463	0.076352	0.056179	0.040746	0.030896	0.021906
8453-1901	1.23765762898323E+018	153.36552308	47.51622276	GALAXY	17.509514	16.189329	15.51534	15.131324	14.772361	0.999983	0.55995	0.533598	0.579387	0.654368	0.05238	0.03854	0.027953	0.021196	0.015028
8611-1901	1.23765131107159E+018	260.74675262	60.55933477	GALAXY	17.037474	15.397267	14.658716	14.286788	13.950328	0.884295	0.932659	0.922277	0.930595	0.967793	0.172308	0.126783	0.091954	0.069726	0.049436
8131-1901	1.23767370557732E+018	112.55772837	40.88566136	GALAXY	18.851454	15.926186	14.92151	14.48763	14.318871	0.616897	0.953978	1	1	0.93445	0.329106	0.242153	0.175629	0.133175	0.094422
8083-1901	1.23766024192419E+018	49.76765264	0.93748647	GALAXY	19.21192	17.965761	17.158936	16.754631	16.46249	1	0.932811	0.908725	0.831945	0.89096	0.586519	0.431555	0.313	0.237338	0.168276
8138-1901	1.23766353132945E+018	116.76378716	46.53455608	GALAXY	19.35807	17.735739	17.065512	16.655714	16.302593	0.013271	0.019334	0.044236	0.067075	0.076275	0.349545	0.257192	0.186537	0.141445	0.100287
8081-1901	1.23766630162832E+018	47.91487033	0.78170295	GALAXY	17.812775	16.620222	15.996695	15.634735	15.345093	0.677096	0.394784	0.410864	0.362346	0.319515	0.608923	0.44804	0.324956	0.246404	0.174704
8452-1901	1.23765820450288E+018	155.88555026	46.05775403	GALAXY	17.97756	16.363106	15.652107	15.323168	15.170161	1	1	1	1	1	0.058789	0.043256	0.031373	0.023789	0.016867
7995-1901	1.23767202623914E+018	321.07595854	52.03412448	STAR	16.979931	15.427608	14.74383	14.439374	14.282273	1	1	0	0.695473	1	17.771473	13.07608	9.483864	7.191327	5.098741
8132-1901	1.23766391840866E+018	110.86584996	43.05162972	GALAXY	19.595493	17.296709	16.201025	15.662592	15.324952	1	1	1	1	1	0.416784	0.306665	0.222419	0.168654	0.119578
8133-1901	1.23766391787297E+018	112.85580763	45.30874927	GALAXY	19.49728	18.093403	17.49872	17.094532	16.891388	0	0.19965	0.311525	0.411014	0.468709	0.4289	0.31558	0.228885	0.173557	0.123054
8134-1901	1.23766378848898E+018	113.40015616	45.94335783	GALAXY	17.360508	16.147764	15.582793	15.177517	14.928236	0.534397	0.728591	0.775584	0.79161	0.846332	0.467811	0.344211	0.24965	0.189302	0.134218
8137-1901	1.23766353079062E+018	114.18626076	42.44372662	GALAXY	17.238483	15.701692	14.927821	14.514254	14.235155	1	1	1	1	1	0.272582	0.200563	0.145465	0.110302	0.078205
8247-1901	1.23765777608088E+018	137.0696247	42.16414382	GALAXY	17.549047	15.979425	15.193517	14.787087	14.576785	0.906128	1	1	1	1	0.07755	0.057061	0.041385	0.031381	0.02225
8140-1901	1.23765149575578E+018	116.72919757	41.44491108	GALAXY	19.191275	17.487999	16.686893	16.325125	16.028137	0.740529	0.837505	0.885616	0.899546	0.892559	0.22016	0.161992	0.11749	0.089089	0.063165
8626-1901	1.23765652945673E+018	262.26548672	57.76935018	GALAXY	19.196646	17.396566	16.576349	16.229578	15.92963	0.637538	0.891975	0.957401	0.944847	1	0.201243	0.148073	0.107395	0.081434	0.057738
8135-1901	1.23765149736462E+018	112.66266645	38.44757524	GALAXY	19.523335	17.963156	17.234827	16.816889	16.533104	1	0.555444	0.419223	0.470038	0.450383	0.316115	0.232595	0.168697	0.127918	0.090695
8250-1901	1.23765777661873E+018	139.21050042	43.71866856	GALAXY	17.566893	15.744156	14.922872	14.529681	14.243903	0.557052	0.583168	0.638438	0.66116	0.666486	0.105692	0.077767	0.056403	0.042769	0.030324
7999-1901	1.23766323336453E+018	345.6090165	59.14613565	STAR	18.486288	16.973152	16.277092	15.992836	15.802165	0	0	1	0	1	8.798682	6.473986	4.695475	3.560436	2.524394
8612-1901	1.2376555040325E+018	253.46748715	39.76016588	GALAXY	14.792531	13.804584	14.067088	12.602474	12.427109	1	1	0.577546	1	1	0.098265	0.072303	0.05244	0.039764	0.028193
8616-1901	1.2376786179381E+018	322.04088242	1.14108978	GALAXY	16.951874	15.900206	15.431985	15.155503	14.916842	0	0.129177	0.220734	0.313926	0.30198	0.248375	0.182752	0.132547	0.100506	0.07126
8141-1901	1.23766354689838E+018	117.47239979	45.24849476	GALAXY	17.199581	15.634724	14.861962	14.435991	14.102071	0.73113	0.788734	0.842255	0.921053	0.983477	0.25045	0.184279	0.133654	0.101346	0.071856
8253-1901	1.23766135699918E+018	158.01702714	43.85928488	GALAXY	17.317781	15.587784	14.863658	14.501134	14.326128	1	1	1	1	1	0.070626	0.051966	0.03769	0.028579	0.020263
8263-1901	1.23766143430879E+018	186.42805303	47.3300486	GALAXY	16.854946	15.844281	15.461302	15.230609	15.011293	0.104457	0	0.03443	0.057333	0.114744	0.060197	0.044292	0.032125	0.024359	0.017271
8254-1901	1.23766063599767E+018	163.62325022	45.68528686	GALAXY	17.676291	16.705276	16.329985	16.103283	15.972107	1	0.923971	0.776003	0.804684	0.763827	0.072002	0.052979	0.038425	0.029136	0.020658
8448-1901	1.23766778282718E+018	166.32909567	21.6201049	GALAXY	17.982988	16.806019	16.247892	15.969818	15.86044	0.958056	0.880554	0.936556	0.911386	0.712285	0.093862	0.069063	0.05009	0.037982	0.02693
8548-1901	1.23765546593131E+018	242.28393552	47.63609922	GALAXY	19.047005	17.533159	16.896198	16.574455	16.36157	0.833535	0.967482	0.932857	0.914168	0.913441	0.080092	0.058931	0.042742	0.03241	0.022979
8549-1901	1.23765932656316E+018	241.11362755	44.92163983	GALAXY	18.084106	17.027672	16.593134	16.323627	16.113548	0.29052	0.224073	0.21754	0.251158	0.296017	0.076893	0.056577	0.041034	0.031115	0.022061
8465-1901	1.2376582039782E+018	197.44580981	48.8996006	GALAXY	17.634075	15.865158	15.176535	14.776389	14.638617	1	1	1	1	1	0.04913	0.03615	0.026219	0.019881	0.014096
8552-1901	1.2376623024396E+018	228.70072751	43.66595776	GALAXY	17.657413	16.1387	15.407834	15.015767	14.735405	0.864279	0.900061	0.90254	0.933621	0.963139	0.116975	0.086069	0.062424	0.047335	0.033561
8325-1901	1.23765820451973E+018	212.79646169	46.39054852	GALAXY	18.773571	17.197132	16.466198	16.082283	15.802876	0.801024	0.924497	0.906097	0.928288	0.981261	0.040349	0.029688	0.021533	0.016327	0.011576
8555-1901	1.23765547289222E+018	243.87369453	44.29129552	GALAXY	19.403261	17.756762	16.986969	16.587252	16.249281	0	0	0.079946	0.236223	0.307628	0.059634	0.043878	0.031824	0.024131	0.017109
8485-1901	1.23765932494953E+018	232.54474023	48.69026842	GALAXY	18.677258	17.379442	16.741795	16.372644	16.142471	0.452736	0.861487	0.89786	0.87101	0.890059	0.074427	0.054763	0.039718	0.030117	0.021354
8551-1901	1.23765916173455E+018	232.88517279	45.65759839	GALAXY	17.400274	15.474839	14.665543	14.249234	14.015225	1	1	1	1	1	0.074108	0.054528	0.039548	0.029988	0.021262
8484-1901	1.23765125205302E+018	248.43319993	45.01248805	GALAXY	17.613478	16.025196	15.298644	14.921572	14.724617	0.99306	1	1	1	1	0.064202	0.047239	0.034262	0.02598	0.01842
8447-1901	1.23766429583409E+018	205.25162986	39.05688179	GALAXY	17.129286	16.255388	15.939515	15.751618	15.627384	0.395121	0.374662	0.329762	0.360465	0.36769	0.044361	0.03264	0.023674	0.017951	0.012727
8486-1901	1.23765932709872E+018	238.44856581	47.40496805	GALAXY	17.674864	16.453335	15.833502	15.525626	15.211801	0.766454	0.338989	0.332605	0.301876	0.418125	0.079194	0.058271	0.042263	0.032046	0.022721
8581-1901	1.23764870458665E+018	205.22713669	0.18668154	STAR	17.320894	16.441738	16.127716	16.004662	15.964906	0	1	1	1	1	0.155595	0.114485	0.083034	0.062962	0.044641
8318-1901	1.23766143377506E+018	196.75505512	46.30942827	GALAXY	17.826439	16.070745	15.271731	14.832809	14.535872	0.729478	0.912237	0.967614	1	1	0.077167	0.056779	0.041181	0.031226	0.02214
8466-1901	1.23766135646565E+018	168.48031409	45.48840525	GALAXY	18.055143	16.507668	15.844851	15.484637	15.217315	0.83445	0.955935	0.926936	0.937709	0.968342	0.074237	0.054623	0.039617	0.03004	0.021299
8554-1901	1.23766433718141E+018	182.87140343	36.78842758	GALAXY	18.655951	16.9512	16.156147	15.779515	15.477798	1	1	1	1	1	0.105834	0.077872	0.056479	0.042826	0.030364
8464-1901	1.23766187401458E+018	186.2466128	45.96945706	GALAXY	18.917906	17.516758	16.83849	16.455273	16.325701	1	0.792129	0.877813	0.934593	0.935379	0.074706	0.054968	0.039867	0.03023	0.021433
8320-1901	1.23766556660354E+018	206.14423216	23.79660994	GALAXY	17.363388	15.675245	14.89666	14.502689	14.28154	1	1	1	1	1	0.072133	0.053075	0.038494	0.029189	0.020695
8312-1901	1.23765932977829E+018	246.28192127	39.43575506	GALAXY	18.51025	17.149467	16.499954	16.178249	16.113976	1	0.978256	1	1	1	0.04696	0.034553	0.025061	0.019003	0.013473
8550-1901	1.23765932495549E+018	246.08560016	39.1775282	GALAXY	18.392622	16.541946	15.725671	15.338479	15.09628	0.99695	1	1	1	1	0.048429	0.035634	0.025845	0.019597	0.013895
8335-1901	1.23766187133986E+018	215.31147033	39.65252915	GALAXY	17.344978	15.677999	14.951334	14.60677	14.415094	1	1	1	1	1	0.062569	0.046038	0.033391	0.025319	0.017952
8606-1901	1.23765550242346E+018	254.49809922	36.0920435	GALAXY	18.334236	17.294016	16.854254	16.61504	16.386906	0	0	0	0.025399	0.071468	0.08709	0.06408	0.046476	0.035241	0.024987
7957-1901	1.2376555040342E+018	255.89527001	36.40154968	GALAXY	19.389492	17.219671	16.563801	16.236347	15.915457	0.346395	0	0	0	0	0.124406	0.091537	0.06639	0.050342	0.035693
8313-1901	1.23765916281111E+018	240.28711395	41.88077426	GALAXY	16.872221	16.018028	15.67075	15.438027	15.319057	0.357381	0.489967	0.595786	0.655687	0.588163	0.071372	0.052515	0.038088	0.028881	0.020477
7962-1901	1.23765512984776E+018	261.01471593	27.54447665	GALAXY	18.029966	16.346308	15.546712	15.126841	14.819584	0.870672	0.944691	0.948865	0.969269	1	0.206497	0.151938	0.110198	0.08356	0.059245
8330-1901	1.23766429637031E+018	203.52570363	39.68836175	GALAXY	18.476536	16.738207	15.920896	15.544809	15.249417	1	1	1	1	1	0.040887	0.030084	0.02182	0.016545	0.011731
8315-1901	1.23766249893095E+018	235.75906844	38.66048625	GALAXY	18.834158	17.214596	16.482027	16.117836	15.840637	1	1	1	1	1	0.083752	0.061624	0.044695	0.033891	0.024029
8604-1901	1.23765932656617E+018	247.43802482	39.8105593	GALAXY	17.251375	15.472148	14.677583	14.30683	14.114846	1	1	1	1	1	0.053401	0.039292	0.028498	0.021609	0.015321
8332-1901	1.23766185147734E+018	209.88849866	42.60790688	GALAXY	19.549246	18.065351	17.56119	17.488445	17.591274	0.185117	0.02143	0.162744	0.113271	0.199196	0.043137	0.03174	0.02302	0.017455	0.012376
7992-1901	1.23767193980397E+018	255.10950767	63.72806438	GALAXY	17.632267	16.476351	15.913067	15.657938	15.418539	0	0.108152	0.148751	0.115426	0.100467	0.122823	0.090372	0.065545	0.049701	0.035239
8603-1901	1.23765932602923E+018	246.93282772	39.74385773	GALAXY	18.406	16.599838	15.822089	15.44087	15.224331	0.84079	0.988692	0.993334	1	1	0.052247	0.038443	0.027882	0.021142	0.01499
8601-1901	1.23765537303665E+018	247.83032967	39.74413307	GALAXY	17.192734	15.348594	14.541091	14.160397	13.955475	1	1	1	1	1	0.05885	0.043301	0.031406	0.023814	0.016884
7960-1901	1.23765550403591E+018	258.38609506	33.15302923	GALAXY	18.560059	16.557911	15.521543	15.095651	14.755842	1	1	1	1	1	0.284001	0.208965	0.151559	0.114923	0.081482
8655-1901	1.23766640844066E+018	355.98315965	0.21805693	GALAXY	17.028057	15.466741	14.687886	14.30859	14.033522	0.962089	0.967974	0.96542	0.979993	1	0.147631	0.108626	0.078784	0.05974	0.042356
8623-1901	1.23765656972198E+018	310.88281299	0.96334737	GALAXY	18.450781	16.675501	15.807523	15.387105	15.032814	0.811405	0.889437	0.853317	0.858254	0.877114	0.349067	0.25684	0.186282	0.141252	0.100149
8037-1901	1.23766098011475E+018	39.03750241	48.10955168	STAR	17.937489	16.732327	16.386566	16.263206	16.219574	1	0	1	0.781204	1	0.734857	0.540701	0.392161	0.297364	0.210835
8111-1901	1.23767200583464E+018	293.02886262	38.08906185	STAR	16.312487	14.387506	14.247069	14.130558	11.57795	1	0.472194	0.781755	1	0.143102	0.986705	0.726008	0.526561	0.399276	0.283091
7996-1901	1.23767202623914E+018	321.07595854	52.03412448	STAR	16.979931	15.427608	14.74383	14.439374	14.282273	1	1	0	0.695473	1	17.771473	13.07608	9.483864	7.191327	5.098741
8662-1901	1.2376793217876E+018	35.11665278	-5.40123716	STAR	19.754993	17.074196	15.712016	14.941525	14.505463	1	1	1	0	1	0.124436	0.091559	0.066406	0.050354	0.035701
8156-1901	1.23766024192629E+018	54.56415868	1.00176894	GALAXY	18.883751	17.59664	16.688463	16.268593	15.935383	0.935878	0.983338	0.980522	1	1	0.571424	0.420448	0.304944	0.23123	0.163945
8567-1901	1.23766378687994E+018	117.54094951	48.47899285	GALAXY	17.765263	16.194016	15.440197	15.052263	14.813065	1	1	1	1	1	0.282446	0.207821	0.150729	0.114293	0.081035
8077-1901	1.23767861743596E+018	41.37894387	0.92063379	GALAXY	18.662399	16.845541	16.081438	15.704088	15.484964	0.467712	0.507514	0.540757	0.587588	0.590506	0.184097	0.135457	0.098244	0.074496	0.052818
8078-1901	1.23767861743596E+018	41.36091239	0.91012444	GALAXY	17.363258	15.597196	14.829434	14.465487	14.262156	1	1	1	1	1	0.184771	0.135953	0.098604	0.074769	0.053012
8086-1901	1.23766323766827E+018	57.112644	-0.78870164	GALAXY	17.962784	15.818145	14.807809	14.293753	13.927526	1	1	1	1	1	0.898386	0.661024	0.47943	0.363537	0.257752
8566-1901	1.23767370665158E+018	113.77184831	41.97431488	GALAXY	20.718092	18.414091	17.314127	16.797131	16.460072	0.834497	0	0	0	0	0.266513	0.196098	0.142226	0.107846	0.076464
8155-1901	1.23766024138877E+018	53.02331015	0.47939217	GALAXY	19.85924	17.243179	16.472511	16.046099	15.757969	0	0.264114	0.325344	0.392544	0.436955	0.473642	0.348501	0.252762	0.191662	0.135891
8678-1901	1.23767202570568E+018	328.71334809	45.96321413	STAR	19.522942	16.98501	15.853127	15.403138	15.07538	1	0	1	0	1	1.695546	1.247567	0.904839	0.686112	0.486462
8660-1901	1.23767370019884E+018	26.13893159	-18.51618437	STAR	17.483074	16.689653	17.002262	17.241028	17.410017	0	0	0.954577	1	1	0.06954	0.051167	0.037111	0.02814	0.019951
8696-1901	1.23767193981472E+018	306.60667413	58.7736398	STAR	14.07074	14.756787	14.645717	14.734581	13.352281	0.834256	0.974259	0.892375	0.981971	1	2.063045	1.517968	1.100957	0.834823	0.5919
8686-1901	1.23767125636501E+018	59.21972555	11.01787854	STAR	16.891443	15.519796	14.978567	14.757707	14.659084	0	1	1	1	1	1.026786	0.755499	0.547951	0.415495	0.294591
8102-1901	1.2376537377268E+018	93.0329992	45.39822065	STAR	18.076902	16.851366	16.343498	16.163542	16.066805	1	0	0.879639	1	0	0.6944	0.510933	0.370571	0.280993	0.199227
8147-1901	1.23765763057825E+018	116.21390576	26.57903197	GALAXY	17.034708	15.762788	15.159945	14.855494	14.580087	1	1	0.959365	0.945892	0.930357	0.220393	0.162163	0.117614	0.089183	0.063232
8146-1901	1.23765711840431E+018	117.05383256	28.22512257	GALAXY	16.385859	15.159701	14.581362	14.274839	13.991676	0.611106	0.450849	0.518965	0.542308	0.55798	0.176162	0.129619	0.09401	0.071285	0.050542
8728-1901	1.23765290131063E+018	58.95698211	-5.29267016	GALAXY	18.456606	16.588291	15.659159	15.204127	14.908482	0.755846	1	0.988809	1	1	0.52607	0.387077	0.280741	0.212877	0.150933
8145-1901	1.23765711840431E+018	116.99358978	28.32478526	GALAXY	17.117399	15.683167	14.994477	14.630781	14.317776	0	0.519161	0.711001	0.787337	0.934737	0.180834	0.133056	0.096503	0.073175	0.051882
8149-1901	1.23765762843233E+018	120.22170616	28.13039082	GALAXY	17.379639	15.832672	15.096187	14.713016	14.456839	0.324607	0.664931	0.71094	0.752018	0.806315	0.253536	0.186549	0.135301	0.102595	0.072741
8713-1901	1.23765125147886E+018	116.84777193	39.19591817	GALAXY	17.779905	16.235373	15.456	15.041422	14.737087	0.678944	0.730341	0.777207	0.783554	0.761905	0.25444	0.187215	0.135784	0.102961	0.073
8084-1901	1.23766630055595E+018	51.16339596	-0.17896091	GALAXY	19.708929	18.088892	17.262794	16.849182	16.541464	0.878816	1	1	1	1	0.557749	0.410386	0.297646	0.225696	0.160021
